,code,clientType,registrationMode,planName,accident,duration,country,netSales,netProfit,gender,age
44112,C2B,Premium,Online,R,0,21,SINGAPORE,97.8,24.45,F,34
44113,C2B,Premium,Online,R,0,28,SINGAPORE,22.5,5.63,M,48
44114,C2B,Premium,Online,R,0,16,SINGAPORE,62,15.5,F,32
44115,C2B,Premium,Online,R,0,34,SINGAPORE,112.5,28.13,F,34
44116,C2B,Premium,Online,R,0,50,SINGAPORE,72,18,F,31
44117,C2B,Premium,Online,R,0,19,SINGAPORE,29.5,7.38,F,29
44118,C2B,Premium,Online,R,0,82,SINGAPORE,124,31,F,25
44119,C2B,Premium,Online,R,0,29,SINGAPORE,48.5,12.13,M,33
44120,C2B,Premium,Online,R,0,12,SINGAPORE,57,14.25,F,37
44121,C2B,Premium,Online,R,0,13,SINGAPORE,57,14.25,F,27
44122,C2B,Premium,Online,N,0,13,SINGAPORE,52.8,13.2,F,55
44123,C2B,Premium,Online,E,0,394,SINGAPORE,216,54,M,35
44124,C2B,Premium,Online,E,0,374,SINGAPORE,161,40.25,F,38
44125,C2B,Premium,Online,E,0,367,SINGAPORE,161,40.25,M,29
44126,C2B,Premium,Online,E,0,375,SINGAPORE,259.2,64.8,F,51
44127,C2B,Premium,Online,E,1,381,SINGAPORE,193.2,48.3,F,29
44128,C2B,Premium,Online,E,0,385,SINGAPORE,216,54,M,34
44129,C2B,Premium,Online,E,0,368,SINGAPORE,216,54,F,32
44130,C2B,Premium,Online,E,0,372,SINGAPORE,216,54,F,55
44131,C2B,Premium,Online,E,0,383,SINGAPORE,216,54,F,39
44132,C2B,Premium,Online,E,0,369,SINGAPORE,216,54,F,34
44133,C2B,Premium,Online,E,0,379,SINGAPORE,216,54,F,31
44134,C2B,Premium,Online,E,0,381,SINGAPORE,259.2,64.8,M,52
44135,C2B,Premium,Online,E,0,364,SINGAPORE,216,54,F,27
44136,C2B,Premium,Online,E,0,374,SINGAPORE,259.2,64.8,F,26
44137,C2B,Premium,Online,E,0,374,SINGAPORE,259.2,64.8,F,36
44138,C2B,Premium,Online,D,0,369,SINGAPORE,399.6,99.9,F,65
44139,CWT,Basic,Online,Q,0,90,FRANCE,89.1,53.46,,43
44140,CWT,Basic,Online,Q,0,3,SWEDEN,19.8,11.88,,36
44141,CWT,Basic,Online,Q,0,5,UNITED KINGDOM,29.7,17.82,,36
44142,CWT,Basic,Online,Q,0,6,CANADA,39.6,23.76,,27
44143,CWT,Basic,Online,Q,0,90,FINLAND,39.6,23.76,,31
44144,CWT,Basic,Online,Q,0,13,IRELAND,39.6,23.76,,39
44145,CWT,Basic,Online,Q,0,21,AUSTRALIA,69.3,41.58,,36
44146,CWT,Basic,Online,Q,0,10,NETHERLANDS,39.6,23.76,,32
44147,CWT,Basic,Online,Q,0,2,AUSTRALIA,9.9,5.94,,43
44148,CWT,Basic,Online,Q,0,11,THAILAND,0,59.4,,41
44149,CWT,Basic,Online,Q,0,19,ITALY,19.8,11.88,,28
44150,CWT,Basic,Online,Q,0,19,AUSTRALIA,0,17.82,,31
44151,CWT,Basic,Online,Q,0,13,MALAYSIA,0,23.76,,46
44152,CWT,Basic,Online,Q,0,29,AUSTRALIA,29.7,17.82,,35
44153,CWT,Basic,Online,Q,0,16,AUSTRALIA,29.7,17.82,,31
44154,CWT,Basic,Online,Q,0,2,SINGAPORE,9.9,5.94,,33
44155,CWT,Basic,Online,Q,0,4,SPAIN,0,5.94,,31
44156,CWT,Basic,Online,Q,0,28,MALAYSIA,19.8,11.88,,31
44157,CWT,Basic,Online,Q,0,19,MALAYSIA,0,23.76,,36
44158,CWT,Basic,Online,Q,0,245,AUSTRALIA,49.5,29.7,,31
44159,CWT,Basic,Online,Q,0,15,UNITED KINGDOM,89.1,53.46,,43
44160,CWT,Basic,Online,Q,0,20,THAILAND,49.5,29.7,,31
44161,CWT,Basic,Online,Q,0,15,UNITED KINGDOM,99,59.4,,55
44162,CWT,Basic,Online,Q,0,25,SOUTH AFRICA,49.5,29.7,,54
44163,CWT,Basic,Online,Q,0,46,THAILAND,39.6,23.76,,31
44164,CWT,Basic,Online,Q,0,54,AUSTRALIA,59.4,35.64,,47
44165,CWT,Basic,Online,Q,0,7,MALAYSIA,19.8,11.88,,31
44166,CWT,Basic,Online,Q,0,6,AUSTRALIA,49.5,29.7,,31
44167,CWT,Basic,Online,Q,0,43,AUSTRALIA,49.5,29.7,,39
44168,CWT,Basic,Online,Q,0,12,CANADA,29.7,17.82,,51
44169,CWT,Basic,Online,Q,0,10,MALAYSIA,19.8,11.88,,58
44170,CWT,Basic,Online,Q,0,11,MALAYSIA,49.5,29.7,,22
44171,CWT,Basic,Online,Q,0,58,"TAIWAN, PROVINCE OF CHINA",29.7,17.82,,42
44172,EPX,Basic,Online,B,0,94,SINGAPORE,95,0,,36
44173,EPX,Basic,Online,B,0,50,SINGAPORE,20,0,,36
44174,EPX,Basic,Online,B,0,90,LAO PEOPLE'S DEMOCRATIC REPUBLIC,20,0,,36
44175,EPX,Basic,Online,B,0,3,INDONESIA,23,0,,36
44176,EPX,Basic,Online,B,0,65,INDIA,20,0,,36
44177,EPX,Basic,Online,B,0,5,AUSTRALIA,74,0,,28
44178,EPX,Basic,Online,B,0,66,INDIA,44,0,,36
44179,EPX,Basic,Online,B,0,7,THAILAND,20,0,,29
44180,EPX,Basic,Online,B,0,54,VIET NAM,29,0,,36
44181,EPX,Basic,Online,B,0,55,VIET NAM,20,0,,36
44182,EPX,Basic,Online,B,0,5,VIET NAM,27,0,,36
44183,EPX,Basic,Online,B,0,125,UNITED STATES,112,0,,43
44184,EPX,Basic,Online,B,0,4,MALAYSIA,20,0,,36
44185,EPX,Basic,Online,B,0,5,THAILAND,20,0,,28
44186,EPX,Basic,Online,B,0,60,INDONESIA,20,0,,36
44187,EPX,Basic,Online,B,0,36,JAPAN,65,0,,36
44188,EPX,Basic,Online,B,0,155,CHINA,44,0,,36
44189,EPX,Basic,Online,B,0,94,PHILIPPINES,55,0,,36
44190,EPX,Basic,Online,B,0,12,"TAIWAN, PROVINCE OF CHINA",101,0,,36
44191,EPX,Basic,Online,B,0,76,THAILAND,28,0,,36
44192,EPX,Basic,Online,B,0,21,RUSSIAN FEDERATION,93,0,,36
44193,EPX,Basic,Online,B,0,49,MALAYSIA,20,0,,36
44194,EPX,Basic,Online,B,0,28,SINGAPORE,50,0,,36
44195,EPX,Basic,Online,B,0,48,THAILAND,20,0,,33
44196,EPX,Basic,Online,B,0,4,THAILAND,46,0,,25
44197,EPX,Basic,Online,B,0,90,INDONESIA,20,0,,36
44198,EPX,Basic,Online,B,0,29,"KOREA, REPUBLIC OF",88,0,,59
44199,EPX,Basic,Online,B,0,10,THAILAND,39,0,,57
44200,EPX,Basic,Online,B,0,53,CHINA,24,0,,36
44201,EPX,Basic,Online,B,0,16,UNITED KINGDOM,95,0,,36
44202,EPX,Basic,Online,B,0,70,JAPAN,55,0,,41
44203,EPX,Basic,Online,B,0,21,THAILAND,46,0,,36
44204,EPX,Basic,Online,B,0,27,JAPAN,57,0,,36
44205,EPX,Basic,Online,B,0,63,CAMBODIA,30,0,,36
44206,EPX,Basic,Online,B,0,52,CHINA,26,0,,30
44207,EPX,Basic,Online,B,0,28,THAILAND,34,0,,36
44208,EPX,Basic,Online,B,0,160,NEW ZEALAND,77,0,,36
44209,EPX,Basic,Online,B,0,21,HONG KONG,22,0,,36
44210,EPX,Basic,Online,B,0,83,INDONESIA,20,0,,36
44211,EPX,Basic,Online,B,0,18,THAILAND,45,0,,36
44212,EPX,Basic,Online,B,0,25,AUSTRALIA,112,0,,36
44213,EPX,Basic,Online,B,0,60,AUSTRALIA,112,0,,36
44214,EPX,Basic,Online,B,0,21,HONG KONG,22,0,,36
44215,EPX,Basic,Online,B,0,5,VIET NAM,24,0,,45
44216,EPX,Basic,Online,B,0,20,HONG KONG,39,0,,36
44217,EPX,Basic,Online,B,0,13,INDONESIA,20,0,,36
44218,EPX,Basic,Online,B,0,9,SINGAPORE,25,0,,29
44219,EPX,Basic,Online,B,0,22,CHINA,28,0,,36
44220,EPX,Basic,Online,B,0,5,INDONESIA,37,0,,36
44221,EPX,Basic,Online,B,0,68,THAILAND,26,0,,36
44222,EPX,Basic,Online,B,0,36,INDONESIA,40,0,,36
44223,EPX,Basic,Online,B,0,41,JAPAN,49,0,,36
44224,EPX,Basic,Online,B,0,34,THAILAND,20,0,,27
44225,EPX,Basic,Online,K,0,14,PHILIPPINES,16,0,,36
44226,EPX,Basic,Online,K,0,55,ITALY,10,0,,36
44227,EPX,Basic,Online,K,0,53,HONG KONG,23,0,,36
44228,EPX,Basic,Online,K,0,77,SINGAPORE,10,0,,36
44229,EPX,Basic,Online,K,0,85,HONG KONG,80,0,,36
44230,EPX,Basic,Online,K,0,34,SINGAPORE,14,0,,36
44231,EPX,Basic,Online,K,0,10,VIET NAM,10,0,,29
44232,EPX,Basic,Online,K,0,76,LAO PEOPLE'S DEMOCRATIC REPUBLIC,18,0,,36
44233,EPX,Basic,Online,K,0,39,UNITED STATES,80,0,,43
44234,EPX,Basic,Online,K,0,7,CHINA,20,0,,36
44235,EPX,Basic,Online,K,0,68,INDIA,10,0,,34
44236,EPX,Basic,Online,K,0,18,THAILAND,24,0,,36
44237,EPX,Basic,Online,K,0,8,SINGAPORE,10,0,,36
44238,EPX,Basic,Online,K,0,7,MALAYSIA,10,0,,51
44239,EPX,Basic,Online,K,0,13,"TAIWAN, PROVINCE OF CHINA",15,0,,51
44240,EPX,Basic,Online,K,0,54,AUSTRALIA,80,0,,36
44241,EPX,Basic,Online,K,0,101,JAPAN,33,0,,36
44242,EPX,Basic,Online,K,0,48,SINGAPORE,11,0,,36
44243,EPX,Basic,Online,K,0,23,INDIA,28,0,,36
44244,EPX,Basic,Online,K,0,279,JAPAN,33,0,,36
44245,EPX,Basic,Online,K,0,47,HONG KONG,22,0,,36
44246,EPX,Basic,Online,K,0,19,INDIA,10,0,,52
44247,EPX,Basic,Online,K,0,27,INDIA,10,0,,58
44248,EPX,Basic,Online,K,0,28,VIET NAM,12,0,,36
44249,EPX,Basic,Online,K,0,13,CHINA,38,0,,53
44250,EPX,Basic,Online,K,0,109,CAMBODIA,16,0,,70
44251,EPX,Basic,Online,K,0,48,MYANMAR,10,0,,36
44252,EPX,Basic,Online,K,0,92,JAPAN,42,0,,36
44253,EPX,Basic,Online,K,0,69,INDONESIA,17,0,,36
44254,EPX,Basic,Online,K,0,3,MALAYSIA,10,0,,36
44255,EPX,Basic,Online,K,0,2,NEPAL,0,0,,36
44256,EPX,Basic,Online,K,0,49,UNITED STATES,0,0,,34
44257,EPX,Basic,Online,K,0,4,INDONESIA,10,0,,36
44258,EPX,Basic,Online,K,0,47,UNITED STATES,80,0,,48
44259,EPX,Basic,Online,K,0,59,COLOMBIA,80,0,,36
44260,EPX,Basic,Online,K,0,17,PHILIPPINES,24,0,,36
44261,EPX,Basic,Online,K,0,5,INDIA,10,0,,36
44262,EPX,Basic,Online,K,0,23,UNITED STATES,57,0,,33
44263,EPX,Basic,Online,K,0,34,INDONESIA,10,0,,55
44264,EPX,Basic,Online,K,0,35,"TANZANIA, UNITED REPUBLIC OF",80,0,,36
44265,EPX,Basic,Online,K,0,3,MALAYSIA,10,0,,36
44266,EPX,Basic,Online,K,0,13,CHINA,12,0,,22
44267,EPX,Basic,Online,K,0,12,PHILIPPINES,13,0,,36
44268,EPX,Basic,Online,K,0,61,UNITED ARAB EMIRATES,21,0,,36
44269,EPX,Basic,Online,K,0,135,THAILAND,10,0,,26
44270,EPX,Basic,Online,K,0,84,INDONESIA,14,0,,36
44271,EPX,Basic,Online,A,0,1,CAMBODIA,20,0,,36
44272,EPX,Basic,Online,A,0,2,CHINA,20,0,,36
44273,EPX,Basic,Online,A,0,18,AUSTRIA,40,0,,36
44274,EPX,Basic,Online,A,0,178,SINGAPORE,20,0,,25
44275,EPX,Basic,Online,A,0,11,AUSTRALIA,20,0,,36
44276,EPX,Basic,Online,A,0,5,SINGAPORE,20,0,,36
44277,EPX,Basic,Online,A,0,75,INDONESIA,20,0,,21
44278,EPX,Basic,Online,A,0,10,SINGAPORE,20,0,,41
44279,EPX,Basic,Online,A,0,9,MALAYSIA,20,0,,36
44280,EPX,Basic,Online,A,0,10,MALAYSIA,20,0,,36
44281,EPX,Basic,Online,A,0,2,INDIA,20,0,,36
44282,EPX,Basic,Online,A,0,52,CHINA,0,0,,36
44283,JWT,Premium,Online,Z,0,6,INDIA,31,12.4,M,118
44284,JWT,Premium,Online,Z,0,1,INDIA,31,12.4,M,118
44285,JWT,Premium,Online,Z,0,7,INDIA,39,15.6,M,118
44286,JWT,Premium,Online,Z,0,5,INDIA,31,12.4,M,118
44287,JWT,Premium,Online,Z,0,9,INDIA,50,20,F,118
44288,JWT,Premium,Online,Z,0,16,INDIA,62,24.8,M,118
44289,KML,Basic,Online,P,0,17,NETHERLANDS,72,27.36,F,48
44290,RAB,Premium,Online,Z,0,2,BRUNEI DARUSSALAM,15,6,,49
44291,RAB,Premium,Online,Z,0,25,BRUNEI DARUSSALAM,15,6,,37
44292,RAB,Premium,Online,Z,0,20,BRUNEI DARUSSALAM,15,6,M,39
44293,RAB,Premium,Online,Z,0,3,BRUNEI DARUSSALAM,15,6,M,34
44294,RAB,Premium,Online,Z,0,5,BRUNEI DARUSSALAM,15,6,F,28
44295,SSI,Premium,Online,W,0,44,SINGAPORE,10.38,2.91,,48
44296,JZI,Premium,Online,I,0,67,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,39
44297,JZI,Premium,Online,I,0,15,HONG KONG,22,7.7,M,67
44298,JZI,Premium,Online,I,0,8,CHINA,35,12.25,M,46
44299,JZI,Premium,Online,I,0,11,VIET NAM,22,7.7,F,34
44300,JZI,Premium,Online,I,0,54,CHINA,35,12.25,M,37
44301,JZI,Premium,Online,I,0,11,AUSTRALIA,0,9.1,M,65
44302,JZI,Premium,Online,I,0,20,CHINA,35,12.25,F,66
44303,JZI,Premium,Online,I,0,40,THAILAND,18,6.3,M,55
44304,JZI,Premium,Online,I,0,12,HONG KONG,26,9.1,M,29
44305,JZI,Premium,Online,I,0,100,MYANMAR,42,14.7,F,35
44306,JZI,Premium,Online,I,0,2,MALAYSIA,18,6.3,M,50
44307,JZI,Premium,Online,I,0,25,HONG KONG,35,12.25,F,32
44308,JZI,Premium,Online,I,0,10,VIET NAM,30,10.5,F,45
44309,JZI,Premium,Online,I,0,13,THAILAND,0,6.3,F,33
44310,JZI,Premium,Online,Z,0,16,UNITED KINGDOM,67,23.45,F,38
44311,CBH,Basic,Offline,M,0,74,THAILAND,29,9.57,F,77
44312,JZI,Premium,Online,I,0,27,MALAYSIA,18,6.3,,118
44313,CCR,Basic,Offline,M,0,94,MALAYSIA,29,9.57,F,118
44314,ADM,Basic,Online,Z,0,68,NETHERLANDS,0,28.5,F,22
44315,C2B,Premium,Online,J,0,3,SINGAPORE,13.5,3.38,F,49
44316,C2B,Premium,Online,J,0,32,SINGAPORE,33.5,8.38,F,32
44317,C2B,Premium,Online,J,0,47,SINGAPORE,17.5,4.38,F,25
44318,C2B,Premium,Online,J,0,20,SINGAPORE,60,15,F,27
44319,C2B,Premium,Online,J,0,32,SINGAPORE,40,10,F,25
44320,C2B,Premium,Online,J,0,18,SINGAPORE,27,6.75,M,43
44321,C2B,Premium,Online,J,0,12,SINGAPORE,13.5,3.38,F,48
44322,C2B,Premium,Online,J,0,15,SINGAPORE,27,6.75,F,33
44323,C2B,Premium,Online,J,0,19,SINGAPORE,39,9.75,M,35
44324,C2B,Premium,Online,J,0,6,SINGAPORE,19.2,4.8,M,29
44325,C2B,Premium,Online,J,0,100,SINGAPORE,26.5,6.63,M,32
44326,C2B,Premium,Online,J,0,5,SINGAPORE,13.5,3.38,F,46
44327,C2B,Premium,Online,J,0,20,SINGAPORE,19.2,4.8,F,22
44328,C2B,Premium,Online,J,0,16,SINGAPORE,32,8,F,23
44329,C2B,Premium,Online,J,0,91,SINGAPORE,32,8,F,23
44330,C2B,Premium,Online,J,0,26,SINGAPORE,27,6.75,M,69
44331,C2B,Premium,Online,J,0,16,SINGAPORE,20,5,F,69
44332,C2B,Premium,Online,J,0,33,SINGAPORE,72,18,F,36
44333,C2B,Premium,Online,J,0,8,SINGAPORE,40,10,F,27
44334,C2B,Premium,Online,R,0,13,SINGAPORE,47.5,11.88,F,29
44335,C2B,Premium,Online,R,0,192,SINGAPORE,56.5,14.13,F,63
44336,C2B,Premium,Online,R,0,62,SINGAPORE,48.5,12.13,M,29
44337,C2B,Premium,Online,R,0,19,SINGAPORE,59,14.75,M,73
44338,C2B,Premium,Online,R,0,19,SINGAPORE,22.5,5.63,M,29
44339,C2B,Premium,Online,R,0,5,SINGAPORE,29,7.25,F,31
44340,C2B,Premium,Online,R,0,20,SINGAPORE,39,9.75,F,56
44341,C2B,Premium,Online,R,0,28,SINGAPORE,22.5,5.63,F,36
44342,C2B,Premium,Online,R,1,74,SINGAPORE,88.5,22.13,F,61
44343,C2B,Premium,Online,R,0,11,SINGAPORE,57,14.25,F,32
44344,C2B,Premium,Online,N,0,4,SINGAPORE,42.5,10.63,M,51
44345,C2B,Premium,Online,N,0,52,SINGAPORE,207,51.75,M,73
44346,C2B,Premium,Online,E,0,366,SINGAPORE,161,40.25,F,71
44347,C2B,Premium,Online,E,0,508,SINGAPORE,216,54,M,41
44348,C2B,Premium,Online,E,0,367,SINGAPORE,161,40.25,F,36
44349,C2B,Premium,Online,E,0,508,SINGAPORE,216,54,M,34
44350,C2B,Premium,Online,E,0,364,SINGAPORE,216,54,M,32
44351,C2B,Premium,Online,E,0,378,SINGAPORE,216,54,M,36
44352,C2B,Premium,Online,E,0,365,SINGAPORE,216,54,F,45
44353,C2B,Premium,Online,E,0,371,SINGAPORE,161,40.25,M,39
44354,C2B,Premium,Online,E,0,372,SINGAPORE,216,54,F,31
44355,C2B,Premium,Online,E,0,379,SINGAPORE,259.2,64.8,F,41
44356,C2B,Premium,Online,E,0,412,SINGAPORE,216,54,F,54
44357,C2B,Premium,Online,E,0,365,SINGAPORE,216,54,M,38
44358,CWT,Basic,Online,Q,0,16,SOUTH AFRICA,49.5,29.7,,35
44359,CWT,Basic,Online,Q,0,15,THAILAND,29.7,17.82,,25
44360,CWT,Basic,Online,Q,0,58,AUSTRALIA,99,59.4,,48
44361,CWT,Basic,Online,Q,0,1,MALAYSIA,9.9,5.94,,49
44362,CWT,Basic,Online,Q,0,50,NEW ZEALAND,89.1,53.46,,36
44363,CWT,Basic,Online,Q,0,26,AUSTRALIA,79.2,47.52,,37
44364,CWT,Basic,Online,Q,0,26,THAILAND,49.5,29.7,,36
44365,CWT,Basic,Online,Q,0,68,THAILAND,89.1,53.46,,45
44366,CWT,Basic,Online,Q,0,5,MALAYSIA,19.8,11.88,,31
44367,CWT,Basic,Online,Q,0,21,AUSTRALIA,29.7,17.82,,42
44368,CWT,Basic,Online,Q,0,16,UNITED KINGDOM,19.8,11.88,,47
44369,CWT,Basic,Online,Q,0,21,THAILAND,39.6,23.76,,31
44370,CWT,Basic,Online,Q,0,7,NETHERLANDS,9.9,5.94,,33
44371,CWT,Basic,Online,Q,0,217,IRELAND,39.6,23.76,,66
44372,CWT,Basic,Online,Q,0,18,AUSTRALIA,39.6,23.76,,31
44373,CWT,Basic,Online,Q,0,38,THAILAND,19.8,11.88,,33
44374,CWT,Basic,Online,Q,0,5,GREECE,39.6,23.76,,31
44375,CWT,Basic,Online,Q,0,26,THAILAND,39.6,23.76,,44
44376,CWT,Basic,Online,Q,0,12,UNITED KINGDOM,49.5,29.7,,51
44377,CWT,Basic,Online,Q,0,18,MALAYSIA,39.6,23.76,,41
44378,CWT,Basic,Online,Q,0,17,MALAYSIA,29.7,17.82,,60
44379,CWT,Basic,Online,Q,0,5,UNITED KINGDOM,9.9,5.94,,41
44380,CWT,Basic,Online,Q,0,16,SOUTH AFRICA,59.4,35.64,,56
44381,CWT,Basic,Online,Q,0,14,JAPAN,49.5,29.7,,36
44382,CWT,Basic,Online,Q,0,194,SWITZERLAND,287.1,172.26,,49
44383,CWT,Basic,Online,Q,0,17,NORWAY,19.8,11.88,,30
44384,CWT,Basic,Online,Q,0,11,NEW ZEALAND,69.3,41.58,,38
44385,CWT,Basic,Online,Q,0,6,MALAYSIA,29.7,17.82,,51
44386,CWT,Basic,Online,Q,0,21,NORWAY,19.8,11.88,,26
44387,CWT,Basic,Online,Q,0,46,NEW ZEALAND,128.7,77.22,,29
44388,CWT,Basic,Online,Q,0,78,MALAYSIA,99,59.4,,34
44389,CWT,Basic,Online,Q,0,85,THAILAND,49.5,29.7,,31
44390,CWT,Basic,Online,Q,0,8,CANADA,59.4,35.64,,31
44391,EPX,Basic,Online,B,0,28,"KOREA, REPUBLIC OF",0,0,,36
44392,EPX,Basic,Online,B,0,27,"KOREA, REPUBLIC OF",37,0,,36
44393,EPX,Basic,Online,B,0,11,HONG KONG,21,0,,36
44394,EPX,Basic,Online,B,1,26,"KOREA, REPUBLIC OF",50,0,,36
44395,EPX,Basic,Online,B,0,3,CAMBODIA,53,0,,36
44396,EPX,Basic,Online,B,0,27,"KOREA, REPUBLIC OF",37,0,,36
44397,EPX,Basic,Online,B,0,34,JAPAN,39,0,,36
44398,EPX,Basic,Online,B,0,9,INDIA,0,0,,36
44399,EPX,Basic,Online,B,0,13,HONG KONG,28,0,,36
44400,EPX,Basic,Online,B,0,84,THAILAND,33,0,,36
44401,EPX,Basic,Online,B,0,52,MALAYSIA,0,0,,36
44402,EPX,Basic,Online,B,0,23,ITALY,101,0,,36
44403,EPX,Basic,Online,B,0,23,MALAYSIA,24,0,,36
44404,EPX,Basic,Online,B,0,34,THAILAND,33,0,,36
44405,EPX,Basic,Online,B,0,34,THAILAND,29,0,,36
44406,EPX,Basic,Online,B,0,237,DENMARK,67,0,,36
44407,EPX,Basic,Online,B,0,34,INDONESIA,20,0,,28
44408,EPX,Basic,Online,B,0,43,THAILAND,20,0,,36
44409,EPX,Basic,Online,B,0,167,UNITED KINGDOM,69,0,,36
44410,EPX,Basic,Online,B,0,237,DENMARK,67,0,,36
44411,EPX,Basic,Online,B,0,66,UNITED KINGDOM,0,0,,36
44412,EPX,Basic,Online,B,0,13,PHILIPPINES,27,0,,36
44413,EPX,Basic,Online,B,0,90,"KOREA, REPUBLIC OF",52,0,,36
44414,EPX,Basic,Online,B,0,26,HONG KONG,47,0,,36
44415,EPX,Basic,Online,B,0,38,HONG KONG,20,0,,36
44416,EPX,Basic,Online,B,0,5,BRUNEI DARUSSALAM,42,0,,36
44417,EPX,Basic,Online,B,0,70,INDIA,38,0,,36
44418,EPX,Basic,Online,B,0,6,MALAYSIA,20,0,,36
44419,EPX,Basic,Online,B,0,33,THAILAND,20,0,,37
44420,EPX,Basic,Online,B,0,40,VIET NAM,20,0,,36
44421,EPX,Basic,Online,B,0,39,THAILAND,72,0,,36
44422,EPX,Basic,Online,B,0,48,HONG KONG,74,0,,36
44423,EPX,Basic,Online,B,0,47,THAILAND,25,0,,36
44424,EPX,Basic,Online,B,0,28,HONG KONG,20,0,,36
44425,EPX,Basic,Online,B,0,10,VIET NAM,41,0,,36
44426,EPX,Basic,Online,B,0,30,TURKEY,85,0,,36
44427,EPX,Basic,Online,B,0,13,JAPAN,112,0,,36
44428,EPX,Basic,Online,B,0,4,PHILIPPINES,34,0,,36
44429,EPX,Basic,Online,B,0,199,CZECH REPUBLIC,112,0,,36
44430,EPX,Basic,Online,B,0,39,INDONESIA,21,0,,45
44431,EPX,Basic,Online,B,0,19,SRI LANKA,31,0,,36
44432,EPX,Basic,Online,K,0,77,VIET NAM,10,0,,25
44433,EPX,Basic,Online,K,0,22,CHINA,34,0,,36
44434,EPX,Basic,Online,K,0,41,VIET NAM,10,0,,63
44435,EPX,Basic,Online,K,0,30,MYANMAR,16,0,,36
44436,EPX,Basic,Online,K,0,16,CHINA,28,0,,36
44437,EPX,Basic,Online,K,0,13,VIET NAM,13,0,,36
44438,EPX,Basic,Online,K,0,12,MALAYSIA,10,0,,27
44439,EPX,Basic,Online,K,0,3,MALAYSIA,10,0,,36
44440,EPX,Basic,Online,K,0,1,MALAYSIA,10,0,,36
44441,EPX,Basic,Online,K,0,3,PAPUA NEW GUINEA,27,0,,36
44442,EPX,Basic,Online,K,0,24,BANGLADESH,19,0,,39
44443,EPX,Basic,Online,K,0,6,SINGAPORE,10,0,,36
44444,EPX,Basic,Online,K,0,9,SINGAPORE,10,0,,54
44445,EPX,Basic,Online,K,0,24,SINGAPORE,10,0,,47
44446,EPX,Basic,Online,K,0,83,INDIA,41,0,,36
44447,EPX,Basic,Online,K,0,10,CHINA,33,0,,36
44448,EPX,Basic,Online,K,0,6,MALAYSIA,29,0,,36
44449,EPX,Basic,Online,K,0,18,CHINA,51,0,,36
44450,EPX,Basic,Online,K,0,6,MALAYSIA,13,0,,36
44451,EPX,Basic,Online,K,0,17,ISRAEL,60,0,,36
44452,EPX,Basic,Online,K,0,13,MALAYSIA,11,0,,25
44453,EPX,Basic,Online,K,0,35,JAPAN,38,0,,36
44454,EPX,Basic,Online,K,0,13,SINGAPORE,10,0,,25
44455,EPX,Basic,Online,K,0,13,INDIA,0,0,,27
44456,EPX,Basic,Online,K,0,89,CHINA,24,0,,36
44457,EPX,Basic,Online,K,0,96,SINGAPORE,55,0,,36
44458,EPX,Basic,Online,K,0,3,NEPAL,30,0,,48
44459,EPX,Basic,Online,K,0,27,MYANMAR,10,0,,36
44460,EPX,Basic,Online,K,0,63,MALAYSIA,10,0,,36
44461,EPX,Basic,Online,K,0,160,HONG KONG,0,0,,36
44462,EPX,Basic,Online,K,0,81,AUSTRALIA,37,0,,36
44463,EPX,Basic,Online,K,0,12,THAILAND,21,0,,39
44464,EPX,Basic,Online,K,0,6,UNITED STATES,79,0,,39
44465,EPX,Basic,Online,K,0,16,MALTA,20,0,,36
44466,EPX,Basic,Online,K,0,28,JAPAN,34,0,,36
44467,EPX,Basic,Online,K,0,154,MALAYSIA,10,0,,34
44468,EPX,Basic,Online,K,0,10,INDIA,19,0,,36
44469,EPX,Basic,Online,K,0,33,SINGAPORE,17,0,,36
44470,EPX,Basic,Online,K,0,11,INDIA,16,0,,31
44471,EPX,Basic,Online,K,0,39,CANADA,10,0,,49
44472,EPX,Basic,Online,K,0,104,SINGAPORE,128,0,,36
44473,EPX,Basic,Online,K,0,138,SINGAPORE,34,0,,36
44474,EPX,Basic,Online,K,0,40,HONG KONG,18,0,,36
44475,EPX,Basic,Online,K,0,31,HONG KONG,17,0,,36
44476,EPX,Basic,Online,K,0,40,HONG KONG,18,0,,36
44477,EPX,Basic,Online,K,0,2,SINGAPORE,10,0,,37
44478,EPX,Basic,Online,K,0,16,AUSTRALIA,48,0,,36
44479,EPX,Basic,Online,K,0,33,CHINA,16,0,,36
44480,EPX,Basic,Online,K,0,31,HONG KONG,14,0,,36
44481,EPX,Basic,Online,K,0,11,MALAYSIA,60,0,,36
44482,EPX,Basic,Online,K,0,92,INDIA,46,0,,36
44483,EPX,Basic,Online,K,0,99,GERMANY,80,0,,36
44484,EPX,Basic,Online,K,0,82,SINGAPORE,41,0,,24
44485,EPX,Basic,Online,K,0,12,PHILIPPINES,10,0,,36
44486,EPX,Basic,Online,K,0,18,VIET NAM,17,0,,40
44487,EPX,Basic,Online,K,0,6,INDONESIA,10,0,,53
44488,EPX,Basic,Online,A,0,34,MALAYSIA,20,0,,36
44489,EPX,Basic,Online,A,0,7,SINGAPORE,20,0,,36
44490,EPX,Basic,Online,A,0,13,CAMBODIA,20,0,,36
44491,EPX,Basic,Online,A,0,16,SINGAPORE,0,0,,25
44492,EPX,Basic,Online,A,0,66,PAKISTAN,36,0,,36
